Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
kollosterplayer,657187729,89,1,88,2197,Shaak Ti G0 0* Fives G1 5* Rex G0 0* Echo (501st) G1 3* ARC Trooper G0 0*
GankedbyWork,385838229,66,24,42,53712,Shaak Ti R3 Fives R3 Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
kowalski,937127285,86,7,79,13077,Shaak Ti G1 2* Fives G8 Rex G1 4* Echo (501st) G1 4* ARC Trooper G0 0*
Alex,659745947,85,0,85,15816,Shaak Ti G0 0* Fives G1 Rex G1 Echo (501st) G1 ARC Trooper G2 4*
DarkBane1,231932825,21,4,17,113921,Shaak Ti G12 Fives R4 Rex R3 Echo (501st) R1 ARC Trooper R1
Inferno227,894933398,87,1,86,2817,Shaak Ti G1 2* Fives G1 3* Rex G1 4* Echo (501st) G1 3* ARC Trooper G0 0*
DarthCader,236483152,57,1,56,46028,Shaak Ti G1 6* Fives G9 Rex G8 Echo (501st) G8 ARC Trooper G8
MJB,737922548,40,0,40,60943,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G9 ARC Trooper G1 4*
Kdog,549249986,66,25,41,66087,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G1 4*
Roberto,713625348,54,0,54,63593,Shaak Ti G1 3* Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G0 0*
