Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Drew Rosario,781788419,79,1,78,24949,Shaak Ti G1 Fives G8 Rex G1 Echo (501st) G1 ARC Trooper G1 4*
Luthorno,971818684,86,0,86,9007,Shaak Ti G1 3* Fives G1 Rex G1 6* Echo (501st) G1 4* ARC Trooper G0 0*
Starkiller1670,617241466,79,24,55,55747,Shaak Ti R3 Fives R3 Rex G1 Echo (501st) G1 ARC Trooper G1
ColeMiner,544333955,86,0,86,15490,Shaak Ti G1 Fives G1 Rex G1 Echo (501st) G1 5* ARC Trooper G0 0*
ChaosNCarnage05,298415629,14,6,8,130970,Shaak Ti G11 6* Fives Rex R4 Echo (501st) ARC Trooper
N8erade,186425344,22,4,18,120077,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) ARC Trooper
sk3tChY21,947945322,40,0,40,82187,Shaak Ti G12 Fives G11 Rex G11 Echo (501st) G8 ARC Trooper G8
BigPeePee420,626631739,66,24,42,63104,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Descending,121358638,33,0,33,84975,Shaak Ti G9 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
MajorDisaster17,157551217,51,5,46,49565,Shaak Ti G9 4* Fives G10 Rex G10 Echo (501st) G8 ARC Trooper G7 4*
R3van,463489895,9,0,9,129136,Shaak Ti Fives Rex R4 Echo (501st) R3 ARC Trooper G12
Subie,979894859,40,15,25,83754,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G10 ARC Trooper G11
