Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Classy Squirrel,277557845,90,78,12,107737,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper G12
BluntSkull,979223516,66,62,4,131745,Shaak Ti Fives Rex Echo (501st) ARC Trooper R1
VikingKoala,431562251,66,56,10,125595,Shaak Ti Fives R3 Rex R2 Echo (501st) R2 ARC Trooper R3
Ferran Jubei,151173958,66,39,27,91200,Shaak Ti R4 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G10 4*
beanboi,776711776,61,37,24,111697,Shaak Ti G12 Fives G12 Rex Echo (501st) G12 ARC Trooper G12
jack0,342891997,53,21,32,89268,Shaak Ti G8 Fives G13 Rex R3 Echo (501st) G9 ARC Trooper G12
DarthVilhem,588329247,87,69,18,106719,Shaak Ti G12 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper G12
Wolffe Pack,787254278,0,0,0,152418,Shaak Ti Fives Rex Echo (501st) ARC Trooper
creen,677923662,66,24,42,60983,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
jex222,821134319,58,12,46,64189,Shaak Ti G8 Fives G9 Rex G11 Echo (501st) G8 ARC Trooper G8 5*
DarthWilli,228477644,57,47,10,113235,Shaak Ti R3 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
Thehood69,415225728,66,0,66,27983,Shaak Ti G0 0* Fives G8 5* Rex G8 Echo (501st) G8 5* ARC Trooper G0 0*
Merioon Valhoun,585488784,46,10,36,77712,Shaak Ti G8 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G10
RC08,971778675,38,3,35,72517,Shaak Ti G9 4* Fives G11 Rex G12 Echo (501st) G11 ARC Trooper G12
FreakyEarth,936992236,42,0,42,84756,Shaak Ti G8 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G4
Mazline,123149827,37,3,34,94902,Shaak Ti G8 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Yeti no kles,483657413,90,52,38,70971,Shaak Ti G8 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G8 5*
ccccccccccc,123929735,49,23,26,88590,Shaak Ti G12 Fives G12 Rex R3 Echo (501st) G12 ARC Trooper G12
revivemebaroudi,857947976,55,1,54,52235,Shaak Ti G8 5* Fives G10 Rex G8 Echo (501st) G9 ARC Trooper G1 4*
an0nym0usj0hn,633526334,16,0,16,93878,Shaak Ti R3 Fives R3 Rex R3 Echo (501st) G13 ARC Trooper G13
blue force,436724762,38,3,35,84541,Shaak Ti G12 Fives G11 Rex G12 Echo (501st) G10 ARC Trooper G10 5*
GH0RAK,772945134,30,0,30,92704,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
rileynrose96,258489312,34,6,28,84127,Shaak Ti R1 Fives G13 Rex G13 Echo (501st) G13 ARC Trooper G9 4*
TacopMark,961927581,90,45,45,63191,Shaak Ti G9 Fives G8 Rex G12 Echo (501st) G9 ARC Trooper G7 4*
Belisarius,362364277,90,42,48,60505,Shaak Ti G12 Fives G9 Rex G12 Echo (501st) G8 ARC Trooper G1 4*
