Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Von,842661728,66,0,66,20283,Shaak Ti G0 0* Fives G8 5* Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
Decypted,462539652,65,23,42,61928,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
LilNinja23,526333633,73,27,46,53107,Shaak Ti R3 Fives R3 Rex G6 Echo (501st) G6 ARC Trooper G0 0*
KillerDuck03,927481122,90,9,81,11865,Shaak Ti G0 0* Fives G7 Rex G1 5* Echo (501st) G1 5* ARC Trooper G0 0*
DarthAsh,153488472,66,24,42,59737,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
ControlWard,661294514,89,24,65,20734,Shaak Ti G1 2* Fives G8 5* Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
TheLoneWanderer84,749817979,65,23,42,52474,Shaak Ti R3 Fives R3 Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
Mol Eliza,597559218,90,0,90,0,Shaak Ti G0 0* Fives G0 0* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
ImManbat,978394674,86,0,86,5407,Shaak Ti G1 3* Fives G1 4* Rex G1 6* Echo (501st) G1 4* ARC Trooper G0 0*
BabyNinja,619337213,90,3,87,4594,Shaak Ti G0 0* Fives G1 5* Rex G1 5* Echo (501st) G1 5* ARC Trooper G0 0*
Victor2103720,254817474,81,7,74,16571,Shaak Ti G0 0* Fives G7 Rex G1 6* Echo (501st) G7 5* ARC Trooper G1 3*
Toasty McFloasty,331541467,65,0,65,21557,Shaak Ti G0 0* Fives G9 5* Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
Kit Dynasty,965856225,49,15,34,76648,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G8
Mini Melviora,856927882,47,3,44,73194,Shaak Ti G8 6* Fives G9 Rex G11 Echo (501st) G9 ARC Trooper G9
ChrisMax87,936298376,90,1,89,451,Shaak Ti G1 2* Fives G0 0* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
Movan Lipost,828884193,89,1,88,2394,Shaak Ti G0 0* Fives G2 5* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
Revanchist,229271894,90,0,90,0,Shaak Ti G0 0* Fives G0 0* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
ZMustang alt,859256554,65,1,64,29484,Shaak Ti G1 2* Fives G9 Rex G8 Echo (501st) G8 5* ARC Trooper G0 0*
low gun,887165544,39,0,39,78334,Shaak Ti G12 Fives R4 Rex G6 Echo (501st) G7 ARC Trooper G9
DarthLeo33,242738839,61,0,61,37017,Shaak Ti G6 2* Fives G9 Rex G7 Echo (501st) G7 ARC Trooper G0 0*
Jmk simp,542156463,0,0,0,138751,Shaak Ti Fives Rex Echo (501st) ARC Trooper
adamclark52,586229869,23,1,22,110812,Shaak Ti Fives R1 Rex R1 Echo (501st) R1 ARC Trooper G8 4*
Kalsto,377859756,65,0,65,21864,Shaak Ti G1 2* Fives G8 5* Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
RalidWB,271155575,90,0,90,0,Shaak Ti G0 0* Fives G0 0* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
womp womp,941319961,90,0,90,0,Shaak Ti G0 0* Fives G0 0* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
Spartacus,436841239,59,0,59,40444,Shaak Ti G7 3* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Julirayray,259548767,57,0,57,51724,Shaak Ti G8 6* Fives G8 Rex G8 Echo (501st) G1 6* ARC Trooper G8
AC the Great,348615531,57,23,34,70986,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G8
Limping flyer,699441463,77,0,77,14316,Shaak Ti G0 0* Fives G4 Rex G6 5* Echo (501st) G3 3* ARC Trooper G0 0*
gegg,288912899,66,24,42,52474,Shaak Ti R3 Fives R3 Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
LordVader786,688269953,42,0,42,71852,Shaak Ti G0 0* Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
ZMustang,688985621,66,24,42,62316,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Nudge,439851763,67,0,67,25747,Shaak Ti G1 2* Fives G8 Rex G8 Echo (501st) G6 ARC Trooper G0 0*
