Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Rui Vuusen,164853248,73,50,23,89659,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G11 ARC Trooper G12
Abeloth,774156929,46,7,39,63069,Shaak Ti G8 3* Fives G11 Rex G10 Echo (501st) G12 ARC Trooper G10 4*
Nerf,671247743,65,27,38,71946,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G4
Mini strategy 115,822742593,65,1,64,31848,Shaak Ti G1 3* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G1 4*
Ezzi,541871135,57,27,30,81349,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G8 ARC Trooper G8 5*
Revanche Gilder,384536278,41,15,26,108384,Shaak Ti R3 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Jalcen,725435517,89,43,46,58001,Shaak Ti R3 Fives R3 Rex G6 Echo (501st) G6 ARC Trooper G0 0*
Kinggriffin14,412876659,73,2,71,20431,Shaak Ti G0 0* Fives G5 Rex G6 Echo (501st) G7 ARC Trooper G1 4*
Rohania Hyperdrive,687938391,66,0,66,27693,Shaak Ti G0 0* Fives G8 Rex G8 Echo (501st) G8 6* ARC Trooper G0 0*
JacksonC,944839333,42,0,42,84032,Shaak Ti G9 Fives G10 Rex G12 Echo (501st) G11 ARC Trooper G6
AlphaFoxtrot Hyperdrive,952713215,66,14,52,55296,Shaak Ti G12 Fives G10 Rex G8 Echo (501st) G8 6* ARC Trooper G0 0*
Mini KingOneEye,941849428,0,0,0,139643,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Lola90,955111119,12,12,0,147130,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Drunkenviking2,877188496,38,3,35,83836,Shaak Ti Fives G12 Rex G13 Echo (501st) G11 ARC Trooper G1 4*
DSG,522315894,38,21,17,113295,Shaak Ti R4 Fives R3 Rex R4 Echo (501st) G12 ARC Trooper G11
Cam654,949458719,6,0,6,128534,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
Jaxximus,786713976,45,45,0,139068,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Argyle Mcmurphy,672559548,4,2,2,139635,Shaak Ti Fives Rex R4 Echo (501st) ARC Trooper R4
Ballus Bagus,887852453,54,20,34,85414,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G0 0*
Micah,132927314,66,0,66,20283,Shaak Ti G0 0* Fives G8 5* Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
Mustangs23,284117168,66,24,42,58987,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Lenny1337,791986515,65,23,42,52986,Shaak Ti R3 Fives R3 Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
Jsilva93,583212364,0,0,0,138727,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Lizbeth,968574126,50,8,42,83149,Shaak Ti G12 Fives G10 Rex G11 Echo (501st) G8 ARC Trooper G7
DarthJS071012,962878525,0,0,0,144969,Shaak Ti Fives Rex Echo (501st) ARC Trooper
C 3PO,864953856,70,10,60,33711,Shaak Ti G8 2* Fives G5 Rex G6 Echo (501st) G6 6* ARC Trooper G5 4*
