Name,Guild,Ally Code,Account TZ per swgoh (player reset time zone),GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Leia Organa,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer
"Vertigone",BRG Ahsokas Legion,255751531,-3,7863551,4457372,3406179,130,15,305,506,2477638,1978825,99,16,615,4,248,92,119,156,166,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1
"AtomPlays",BRG Ahsokas Legion,724255859,4,7601107,4205638,3395469,123,56,121,520,2380788,1824174,104,13,603,2,250,84,126,149,155,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1
"Boom Roasted",BRG Ahsokas Legion,273267268,-7,10744660,6292589,4452071,141,-7,239,566,3454923,2823773,230,26,1027,7,321,148,182,221,228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"Darr Mejhan",BRG Ahsokas Legion,871838931,6,6326980,3658426,2668554,137,-447,340,475,1615127,2043299,119,6,463,3,213,60,96,112,126,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1
"patchwurks",BRG Ahsokas Legion,733699447,12,7085359,4042200,3043159,132,14,260,464,2246891,1795309,119,17,526,3,237,78,103,121,141,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
"Miks",BRG Ahsokas Legion,946639477,-7,7292837,3886124,3406713,114,-15,266,532,2130873,1754800,99,19,591,4,239,76,126,144,148,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"Haveuseenthiswizard",BRG Ahsokas Legion,181145495,-8,7124778,3967209,3157569,125,131,202,446,2319224,1647298,84,12,505,4,253,71,98,119,143,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1
"Qex",BRG Ahsokas Legion,654613761,11,7001520,4171268,2830252,147,-39,486,496,2262901,1907691,102,14,584,4,260,83,105,126,143,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0
"MINI NovaBonk",BRG Ahsokas Legion,799531699,-9,8765125,5174644,3590481,144,24,335,541,2888336,2285294,158,15,779,6,271,114,143,176,189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Pad'wan Liaf",BRG Ahsokas Legion,387834279,5,6932891,4011144,2921747,137,254,165,495,2467393,1543751,139,12,532,4,226,80,110,127,137,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1
"Shazrogg",BRG Ahsokas Legion,343336179,0,6892186,3770651,3121535,120,-105,188,502,1983417,1786783,83,15,525,2,216,75,113,128,141,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
"OfficialJS",BRG Ahsokas Legion,323139817,2,7985079,4517336,3467743,130,36,359,479,2534698,1981962,131,17,593,4,263,88,116,148,161,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
"DarthBolognese",BRG Ahsokas Legion,139445371,-6,8369464,5173713,3195751,161,-238,470,588,2533402,2607818,181,11,847,6,272,119,151,172,181,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
"Rhaugz",BRG Ahsokas Legion,412575262,-1,7192838,3976800,3216038,123,-45,209,471,2151782,1825018,94,17,521,3,244,79,104,131,153,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1
"HarryTheHutt",BRG Ahsokas Legion,683648442,-6,8276209,4832434,3443775,140,-25,179,498,2636276,2191826,131,16,581,2,284,70,130,166,177,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1
"Mashed",BRG Ahsokas Legion,141979986,-2,6635260,3708459,2926801,126,-246,394,473,1819977,1885328,89,10,527,3,220,79,102,107,115,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1
"Pabon",BRG Ahsokas Legion,123455129,1,6880790,3871974,3008816,128,-19,186,512,2119358,1751602,99,17,528,4,245,73,109,138,143,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1
"Niallis",BRG Ahsokas Legion,925193879,4,7629720,4165035,3464685,120,-194,320,540,2098905,2065454,89,11,661,3,239,98,132,148,149,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1
"JΞDΙ ΚΝΙGHT",BRG Ahsokas Legion,677444398,5,5496384,2885543,2610841,110,-436,480,410,1276742,1598957,71,13,353,2,162,48,66,89,100,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1
"Eze",BRG Ahsokas Legion,768358558,-6,9202948,5660502,3542446,159,-4,372,536,3119586,2539902,194,27,774,7,286,104,144,195,208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"Scorpion",BRG Ahsokas Legion,481495952,-1,7430147,4396800,3033347,144,29,186,493,2458030,1934537,99,16,615,2,240,97,120,124,130,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
"zohaib24",BRG Ahsokas Legion,513357243,5,5827444,3229741,2597703,124,-178,276,451,1641107,1588634,95,8,396,3,187,57,82,102,124,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"Damask Holdings",BRG Ahsokas Legion,628389113,-3,7782320,4390281,3392039,129,-137,335,537,2275267,2114338,102,13,645,3,254,97,128,161,167,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1
"Hyper Revanur",BRG Ahsokas Legion,474854236,1,7039077,3964811,3074266,128,75,533,533,2262686,1701449,107,17,638,5,235,96,116,132,138,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1
"Woggex",BRG Ahsokas Legion,437342655,-5,9493157,5683692,3809465,149,22,368,522,3167415,2511621,217,19,780,6,290,107,154,186,206,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"Mithrall05",BRG Ahsokas Legion,937315856,-9,7893620,4269089,3624531,117,-51,363,458,2303498,1965591,116,16,583,4,264,89,108,137,153,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1
"Schoolly D",BRG Ahsokas Legion,327441434,0,8018289,4751815,3266474,145,109,274,528,2752334,1999481,145,11,638,3,262,86,132,164,178,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
"3CPO ConfusingHumanRelations",BRG Ahsokas Legion,642448877,-2,8196258,4769723,3426535,139,47,405,601,2674772,2066429,152,26,762,5,257,107,162,179,181,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
"Yasie Qui",BRG A Guild Far Far Away,347197687,-6,9222429,5381605,3840824,140,-92,388,570,2849012,2532142,192,28,846,6,282,116,170,187,194,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"Quidamlefou",BRG A Guild Far Far Away,461462591,-5,7911532,4661813,3249719,143,-21,123,461,2549355,2111771,150,8,524,4,265,70,100,160,172,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1
"Snipesum",BRG A Guild Far Far Away,355457861,-5,8882281,5196717,3685564,141,108,398,574,3009740,2186977,204,23,848,6,259,127,159,182,195,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Timber",BRG A Guild Far Far Away,273814442,-7,9529326,5442521,4086805,133,28,287,564,3043453,2398392,200,24,838,5,281,106,179,191,199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"Killbaza",BRG A Guild Far Far Away,276969236,-8,8238000,4838508,3399492,142,-19,71,505,2645828,2188210,167,11,668,4,244,97,131,152,168,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
"Boshund",BRG A Guild Far Far Away,476923873,-5,9795371,5635193,4160178,135,-3,282,491,3105533,2526720,226,22,759,5,294,103,150,180,199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"Th3 S3rg34nt",BRG A Guild Far Far Away,343993697,-4,9434504,5620034,3814470,147,182,309,519,3356108,2261276,229,21,799,6,284,125,148,182,192,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"Sammy TF1",BRG A Guild Far Far Away,866892379,-5,5235733,3221146,2014587,159,165,44,379,1908597,1308796,120,5,248,1,189,31,67,82,91,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"Grampa Tim",BRG A Guild Far Far Away,743537648,-6,10183920,6322383,3861537,163,-49,190,566,3412890,2906529,290,31,893,8,286,112,183,215,224,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Pale Mandius",BRG A Guild Far Far Away,297974276,-5,10407297,6112585,4294712,142,-38,661,579,3308695,2787624,269,34,963,8,302,133,188,223,225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Pacojonezl40",BRG A Guild Far Far Away,556288426,-4,9032233,5383301,3648932,147,11,269,492,2982022,2390524,214,15,646,4,282,87,128,188,201,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1
"Nd volk",BRG A Guild Far Far Away,647746167,-5,9381218,5585286,3795932,147,52,196,469,3150306,2422811,237,24,522,1,287,58,117,219,230,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1
"Scorn",BRG A Guild Far Far Away,881485362,-5,10878909,6681564,4197345,159,-50,446,620,3600835,3069707,243,35,1188,8,294,177,213,224,233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DarthGideon",BRG A Guild Far Far Away,588758768,-5,6752532,3827304,2925228,130,-217,206,408,1896756,1910937,136,20,419,1,214,56,90,102,118,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"ぱんどら",BRG A Guild Far Far Away,832179698,-2,7053917,4184660,2869257,145,189,109,382,2502906,1673621,124,15,313,1,248,43,74,133,162,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1
"Bad Fish",BRG A Guild Far Far Away,314563379,1,9969397,5767132,4202265,137,-33,305,554,3131410,2625474,175,30,940,6,309,130,178,187,206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"Alexandder",BRG A Guild Far Far Away,266693162,-3,8831577,4887455,3944122,123,-114,496,549,2561141,2326314,170,29,762,5,264,97,159,174,180,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"EvolutionX",BRG A Guild Far Far Away,457734974,-5,10095333,6015964,4079369,147,115,291,494,3482534,2513257,258,27,753,6,312,100,152,197,215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"ᜎའดཧดཀاᜎཛ",BRG A Guild Far Far Away,856871329,-2,11118637,6642290,4476347,148,30,295,588,3701155,2911114,248,36,1024,8,330,143,201,249,258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"JeyLuckiDarkLord",BRG A Guild Far Far Away,835762411,0,5579504,3097058,2482446,124,-597,128,295,1251090,1843312,74,13,229,1,175,33,43,76,99,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"AJ",BRG A Guild Far Far Away,134248776,-4,8477751,4923829,3553922,138,-153,182,554,2531677,2391138,146,22,732,5,273,98,152,172,185,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
"Walliamen",BRG A Guild Far Far Away,121156657,-6,8730828,5244503,3486325,150,81,162,569,2985033,2229310,187,20,791,5,274,114,158,181,187,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
"Battlelord",BRG A Guild Far Far Away,597311355,1,8736494,5208371,3528123,147,70,179,507,2961926,2238069,211,16,544,5,297,75,143,192,200,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
"Wayne brady",BRG A Guild Far Far Away,636166686,1,7459571,4474336,2985235,149,-82,70,394,2377975,2093217,173,17,395,2,238,51,90,125,151,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0
"Veskasa Starblazer",BRG A Guild Far Far Away,987221192,-4,8890738,5414242,3476496,155,-29,173,541,2944871,2458735,162,25,705,5,265,94,155,185,202,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
"DragonGodC16",BRG A Guild Far Far Away,965759793,-8,5312770,3092794,2219976,139,114,122,383,1795356,1296762,106,6,270,1,215,33,66,84,105,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1
"SliickMoose",BRG A Guild Far Far Away,493737815,-2,6559413,3854737,2704676,142,-434,299,488,1714848,2139889,137,26,453,3,223,59,102,128,146,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1
"Bly",BRG A Guild Far Far Away,359469122,-7,8825438,5023115,3802323,132,-51,320,467,2694663,2299625,201,22,548,4,306,79,101,202,204,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
"okeefechris",BRG A Guild Far Far Away,463248232,7,8872664,5082267,3790397,134,153,376,523,2981330,2068543,184,26,746,3,269,108,151,164,180,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
"Mando Dalrissian",BRG A Guild Far Far Away,538342162,-8,9095843,5247321,3848522,136,7,323,528,2907604,2339717,197,32,802,5,280,114,152,168,179,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
"TomServo3K",BRG A Guild Far Far Away,691942843,0,9930115,5787801,4142314,139,87,386,542,3321667,2466134,230,25,876,7,283,124,163,201,207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"Crow",BRG A Guild Far Far Away,253356994,-11,5475263,2953395,2521868,117,151,184,439,1741870,1211525,84,11,339,2,176,51,68,105,113,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
"Bort Moddler",BRG A Guild Far Far Away,875657132,-8,9378682,5366799,4011883,133,162,223,446,3174969,2182905,245,26,663,4,285,97,123,163,182,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1
"Swamp",BRG A Guild Far Far Away,343599234,-9,11245497,6921899,4323598,160,-114,545,617,3610596,3281260,272,35,1223,8,308,178,210,240,249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Spyro08",BRG A Guild Far Far Away,363183593,-6,5306606,2921178,2385428,122,-239,173,385,1435687,1477402,60,13,268,1,157,29,64,87,113,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"Garrett",BRG A Guild Far Far Away,738165836,-7,7134532,4034070,3100462,130,163,206,515,2391101,1642969,130,10,525,3,233,63,123,140,158,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1
"Lance",BRG A Guild Far Far Away,891594698,1,8606294,5125826,3480468,147,-1,103,498,2828859,2296967,185,15,691,4,250,106,136,155,184,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
"The Frozen One",BRG A Guild Far Far Away,429155696,-5,8577636,4937399,3640237,135,11,235,483,2736307,2192233,153,21,642,5,268,93,131,155,177,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"Jam Destroyer",BRG A Guild Far Far Away,162392461,1,7494876,4048828,3446048,117,91,92,484,2325782,1719028,162,15,575,4,220,84,114,134,150,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1
"Shatteredstars23",BRG A Guild Far Far Away,898734925,-4,8395878,5056817,3339061,151,-43,279,498,2727166,2310067,225,14,666,7,263,95,129,156,173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"Enigxma",BRG A Guild Far Far Away,388567885,-7,6221481,3591118,2630363,136,106,128,517,2077975,1513143,107,6,445,2,222,53,104,129,138,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1
"Stillbucket",BRG A Guild Far Far Away,325189745,-4,7399968,4588128,2811840,163,132,244,607,2684387,1903741,114,13,711,5,244,98,145,162,172,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
"Baron Salis",BRG A Guild Far Far Away,495736288,-8,13575280,8437980,5137300,164,34,943,684,4712714,3690414,337,92,1957,8,336,268,269,269,269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Trxzzy",BRG A Guild Far Far Away,369576688,-5,6895767,3819126,3076641,124,30,160,488,2137146,1681304,117,14,523,3,222,73,111,121,135,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1
"Mitth'raw'nuruodo",BRG A Guild Far Far Away,354636964,-7,6840274,3671516,3168758,115,58,136,458,2079355,1589809,65,14,477,2,219,68,101,117,123,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1
"AtillaDX",BRG A Guild Far Far Away,476411885,-4,7912816,4949789,2963027,167,-106,236,488,2597947,2342014,213,24,484,3,258,55,128,162,169,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1
"Jayson Bourne",BRG A Guild Far Far Away,838351578,-6,10805035,6337439,4467596,141,-48,524,549,3407205,2901592,266,29,1000,8,318,134,188,206,217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Atlan",BRG A Guild Far Far Away,164699813,-9,11590064,6999896,4590168,152,-7,688,598,3836309,3134900,265,31,1150,8,333,167,198,266,266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dash Riprock",BRG Beskar Bolls,663558394,-5,9655351,5378491,4276860,125,-51,532,517,2901677,2476814,228,26,776,5,299,108,155,189,197,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"Darth1 Daddy",BRG Beskar Bolls,318222584,-4,5747730,2971404,2776326,107,-62,231,421,1593516,1375238,97,5,385,4,184,52,74,91,102,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1
"Dash Riprock alt",BRG Beskar Bolls,533182519,-6,5300703,3115587,2185116,142,-253,345,535,1524996,1590591,97,12,344,1,181,44,83,132,134,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"Darkwizard126",BRG Beskar Bolls,199916727,6,6772155,3708064,3064091,121,151,168,465,2186574,1520814,100,16,486,3,220,68,100,118,131,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1
"Kaze no Hi",BRG Beskar Bolls,626549968,-5,5958472,3536298,2422174,145,-27,109,490,1928346,1607276,78,12,386,1,204,46,92,123,139,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1
"IMAC1780",BRG Beskar Bolls,247782748,-2,7915872,4616151,3299721,139,12,214,581,2563254,2052221,117,20,712,3,254,107,145,173,179,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
"Dobbz",BRG Beskar Bolls,692459781,12,7868293,4462977,3405316,131,-68,144,509,2389271,2073030,114,25,616,3,271,87,133,145,156,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
"Shepard",BRG Beskar Bolls,915153266,7,6212375,3486652,2725723,127,-6,231,464,1919708,1566268,86,13,463,3,197,76,89,107,120,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1
"markyjseph",BRG Beskar Bolls,198536458,-7,6604089,3763257,2840832,132,84,214,483,2157282,1605975,95,17,486,4,222,66,98,124,141,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1
"Silent",BRG Beskar Bolls,667983833,-5,7757451,4678949,3078502,151,53,107,458,2637610,2027143,143,14,517,2,265,76,109,143,156,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"Geekytiger",BRG Beskar Bolls,965999173,-5,6540016,3811830,2728186,139,72,107,533,2173244,1637583,74,11,529,3,227,75,117,126,139,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
"DDC",BRG Beskar Bolls,414812779,-4,7238367,4237699,3000668,141,-23,205,527,2314753,1922270,90,14,599,3,239,85,124,138,156,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
