Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
TChewy,572868341,66,28,38,64513,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G8 ARC Trooper G0 0*
MINI Snowball,415187936,75,0,75,29626,Shaak Ti G1 Fives G11 Rex G1 Echo (501st) G1 6* ARC Trooper G1 4*
alewis12,769587511,9,0,9,126132,Shaak Ti R2 Fives Rex Echo (501st) G12 ARC Trooper
Slambert,194359156,39,0,39,66062,Shaak Ti R3 Fives R3 Rex G10 Echo (501st) G8 ARC Trooper G1 5*
Johnyboy71SWGOH,454715297,57,26,31,79684,Shaak Ti R3 Fives R3 Rex R2 Echo (501st) G12 ARC Trooper G0 0*
Fosse,634473751,27,4,23,90595,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G11 5*
JadenRaven,329564557,88,10,78,30523,Shaak Ti G9 Fives G1 4* Rex G1 Echo (501st) G1 ARC Trooper G0 0*
JhoMega,576999486,54,0,54,49946,Shaak Ti G0 0* Fives G10 Rex G10 Echo (501st) G8 ARC Trooper G8
Mao,635674426,53,6,47,58011,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G7 4* ARC Trooper G0 0*
Jacktil,164734883,30,0,30,91257,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
nate,723479542,58,34,24,86424,Shaak Ti Fives R3 Rex G11 Echo (501st) G11 ARC Trooper G10
Erageros,612423412,2,0,2,133372,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
drwwdrp,133285567,0,0,0,150808,Shaak Ti Fives Rex Echo (501st) ARC Trooper
The Force Walker,516486188,18,0,18,117166,Shaak Ti G12 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper G12
Moogle,893225988,23,0,23,91856,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G11 ARC Trooper G12
Darkside Dad,551997198,83,77,6,127429,Shaak Ti Fives Rex R3 Echo (501st) R3 ARC Trooper R3
Bondforged Galeforce,284743495,33,33,0,141633,Shaak Ti Fives Rex Echo (501st) ARC Trooper
JustASalad,774427141,17,0,17,110011,Shaak Ti Fives R2 Rex R3 Echo (501st) G12 ARC Trooper G12
ReturnOfRevan,699622755,0,0,0,154173,Shaak Ti Fives Rex Echo (501st) ARC Trooper
ShadowBlade2002,451722265,65,0,65,29739,Shaak Ti G1 3* Fives G8 Rex G8 Echo (501st) G8 5* ARC Trooper G0 0*
